ticker,primary_etf,effective_from,effective_to,status,mapping_note
EQT,IEO.US,2023-08-10,2023-11-06,approved,user_reviewed_oil_gas_exploration_industry_proxy
INTU,IGV.US,2023-09-05,2023-12-26,approved,user_reviewed_software_industry_proxy
KDP,,2018-03-15,2018-06-26,excluded,user_reviewed_invalid_pre_formation_ticker
LYV,PEJ.US,2022-01-03,2022-03-10,approved,user_reviewed_leisure_entertainment_industry_proxy
PFG,KIE.US,2022-09-12,2022-12-27,approved,user_reviewed_insurance_industry_proxy
PLD,ICF.US,2016-06-20,2016-09-26,approved,user_reviewed_us_reit_industry_proxy
T,IYZ.US,2019-09-26,2019-11-11,approved,user_reviewed_telecom_services_industry_proxy
TAP,PBJ.US,2016-01-04,2016-09-06,approved,user_reviewed_food_beverage_industry_proxy
UNH,IHF.US,2022-03-01,2022-10-05,approved,user_reviewed_healthcare_providers_industry_proxy
WELL,REZ.US,2018-10-26,2018-12-26,approved,user_reviewed_healthcare_residential_reit_proxy
BSX,IHI.US,2018-09-26,2018-12-06,approved,user_reviewed_medical_devices_industry_proxy
CME,IAI.US,2018-10-22,2018-12-26,approved,user_reviewed_investment_services_industry_proxy
CVS,IHF.US,2022-02-01,2022-03-15,approved,user_reviewed_healthcare_providers_industry_proxy
DHI,ITB.US,2020-01-27,2020-12-01,approved,user_reviewed_homebuilders_industry_proxy
EXPE,PEJ.US,2021-01-11,2021-04-26,approved,user_reviewed_leisure_travel_industry_proxy
KDP,,2016-01-04,2016-03-01,excluded,user_reviewed_invalid_pre_formation_ticker
MAR,PEJ.US,2018-01-16,2018-03-01,approved,user_reviewed_leisure_travel_industry_proxy
PAYC,IGV.US,2025-03-26,2025-07-15,approved,user_reviewed_software_industry_proxy
PSX,CRAK.US,2024-01-02,2024-05-01,approved,user_reviewed_oil_refiners_industry_proxy
VTR,REZ.US,2016-04-15,2016-09-06,approved,user_reviewed_healthcare_residential_reit_proxy
CI,IHF.US,2023-01-03,2023-01-20,approved,user_reviewed_healthcare_providers_industry_proxy
ED,XLU.US,2016-02-26,2016-06-27,approved,user_reviewed_utilities_industry_proxy
EL,RHS.US,2019-05-28,2019-09-10,approved,user_reviewed_consumer_staples_industry_proxy
GOOGL,FDN.US,2026-01-02,2026-02-05,approved,user_reviewed_internet_industry_proxy
KMI,MLPX.US,2025-01-02,2025-04-01,approved,user_reviewed_midstream_energy_infrastructure_proxy
PM,VICE.US,2024-08-05,2024-11-01,approved,user_reviewed_vice_industry_proxy
SPG,ICF.US,2022-01-03,2022-02-01,approved,user_reviewed_us_reit_industry_proxy
TROW,KCE.US,2018-01-02,2018-06-01,approved,user_reviewed_capital_markets_industry_proxy
APH,MADE.US,2026-01-02,2026-02-20,approved,user_reviewed_us_manufacturing_industry_proxy
LHX,ITA.US,2019-08-12,2019-10-10,approved,user_reviewed_aerospace_defense_industry_proxy
MSI,XTL.US,2018-06-26,2018-12-17,approved,user_reviewed_communications_equipment_industry_proxy
PAYC,IGV.US,2020-10-12,2020-11-20,approved,user_reviewed_software_industry_proxy
SO,XLU.US,2022-08-01,2022-09-26,approved,user_reviewed_utilities_industry_proxy
SPGI,IAI.US,2016-09-01,2016-11-07,approved,user_reviewed_investment_services_industry_proxy
WRK,WOOD.US,2016-09-01,2016-12-27,approved,user_reviewed_forest_products_industry_proxy
ZTS,PAWZ.US,2019-07-01,2019-10-21,approved,user_reviewed_pet_care_industry_proxy
ARG,IYM.US,2016-05-02,2016-05-20,approved,user_reviewed_basic_materials_industry_proxy
FAST,PAVE.US,2019-04-15,2019-05-10,approved,user_reviewed_infrastructure_industry_proxy
GOOG,FDN.US,2025-11-20,2025-12-26,approved,user_reviewed_internet_industry_proxy
HP,OIH.US,2018-01-10,2018-04-26,approved,user_reviewed_oil_services_industry_proxy
NCLH,PEJ.US,2024-10-10,2024-12-26,approved,user_reviewed_leisure_travel_industry_proxy
NOC,ITA.US,2016-01-11,2016-06-01,approved,user_reviewed_aerospace_defense_industry_proxy
PNW,XLU.US,2016-04-01,2016-07-05,approved,user_reviewed_utilities_industry_proxy
ROST,RTH.US,2018-01-02,2018-11-05,approved,user_reviewed_large_retail_industry_proxy
STJ,IHI.US,2016-08-01,2016-10-10,approved,user_reviewed_medical_devices_industry_proxy
UAL,JETS.US,2024-10-15,2024-12-16,approved,user_reviewed_airlines_industry_proxy
APA,XOP.US,2026-03-16,2026-05-20,approved,user_reviewed_oil_gas_exploration_industry_proxy
DE,MOO.US,2017-01-03,2017-08-10,approved,user_reviewed_agribusiness_industry_proxy
IDXX,PAWZ.US,2021-01-04,2021-02-16,approved,user_reviewed_pet_care_industry_proxy
KMX,XRT.US,2019-07-01,2019-11-20,approved,user_reviewed_retail_industry_proxy
MTD,IHI.US,2019-02-26,2019-07-22,approved,user_reviewed_medical_devices_industry_proxy
MUR,XOP.US,2016-06-10,2016-08-22,approved,user_reviewed_oil_gas_exploration_industry_proxy
OMC,PBS.US,2023-02-06,2023-06-12,approved,user_reviewed_media_industry_proxy
AGN,IHE.US,2019-10-28,2019-12-20,approved,user_reviewed_pharmaceuticals_industry_proxy
FAST,PAVE.US,2025-07-10,2025-08-26,approved,user_reviewed_infrastructure_industry_proxy
GPC,FTXR.US,2023-01-03,2023-02-21,approved,user_reviewed_transportation_industry_proxy
HAL,OIH.US,2017-01-03,2017-02-01,approved,user_reviewed_oil_services_industry_proxy
NEE,XLU.US,2024-08-01,2024-09-26,approved,user_reviewed_utilities_industry_proxy
ORLY,RTH.US,2022-02-15,2022-12-27,approved,user_reviewed_large_retail_industry_proxy
TSS,IPAY.US,2018-02-01,2018-04-05,approved,user_reviewed_payments_industry_proxy
TT,XHB.US,2023-02-06,2023-12-15,approved,user_reviewed_homebuilding_products_industry_proxy
UAL,JETS.US,2023-01-26,2023-07-10,approved,user_reviewed_airlines_industry_proxy
WAT,IHI.US,2019-02-05,2019-04-15,approved,user_reviewed_medical_devices_industry_proxy
WMT,RTH.US,2025-02-10,2025-05-05,approved,user_reviewed_large_retail_industry_proxy
BF.B,PBJ.US,2018-01-02,2018-04-10,approved,user_reviewed_food_beverage_industry_proxy
BKR,OIH.US,2023-09-15,2023-10-20,approved,user_reviewed_oil_services_industry_proxy
BR,FINX.US,2018-08-20,2018-10-15,approved,user_reviewed_fintech_industry_proxy
C,KBWB.US,2025-02-18,2025-11-05,approved,user_reviewed_us_banks_industry_proxy
DE,MOO.US,2018-01-22,2018-03-12,approved,user_reviewed_agribusiness_industry_proxy
EXPE,PEJ.US,2025-01-02,2025-12-15,approved,user_reviewed_leisure_travel_industry_proxy
IR,XHB.US,2017-11-01,2017-12-26,approved,user_reviewed_homebuilding_products_industry_proxy
KEY,IAT.US,2016-11-15,2016-12-27,approved,user_reviewed_regional_banks_industry_proxy
LEN,ITB.US,2020-01-21,2020-10-20,approved,user
MLM,PKB.US,2016-05-26,2016-12-27,approved,user
MNST,PBJ.US,2023-03-10,2023-05-15,approved,user
NCLH,PEJ.US,2023-07-03,2023-08-28,approved,user
NEE,XLU.US,2020-03-10,2020-09-28,approved,user
QRVO,SOXX.US,2017-04-17,2017-06-12,approved,user
ROST,RTH.US,2022-11-21,2022-12-27,approved,user
RTX,ITA.US,2025-06-10,2025-11-10,approved,user
AIZ,IAK.US,2019-09-10,2019-11-26,approved,user
BMY,IHE.US,2022-05-02,2022-07-11,approved,user
CAT,PAVE.US,2026-01-05,2026-02-26,approved,user
CHTR,IYZ.US,2019-05-20,2019-07-26,approved,user
CMA,IAT.US,2018-02-05,2018-04-16,approved,user
CNC,IHF.US,2020-02-18,2020-05-05,approved,user
CTAS,XLI.US,2019-07-26,2019-11-05,approved,user
MTB,IAT.US,2024-07-26,2024-12-10,approved,user
NWL,XLY.US,2019-09-26,2019-12-26,approved,user
PFE,IHE.US,2018-10-10,2018-12-17,approved,user
WELL,REZ.US,2023-10-26,2023-11-06,approved,user
ALB,LIT.US,2022-09-20,2022-12-05,approved,user
BF.B,PBJ.US,2017-12-11,2017-12-26,approved,user
JBL,XTH.US,2024-01-02,2024-02-05,approved,user
ORCL,IGV.US,2021-07-15,2021-08-20,approved,user
BIIB,IBB.US,2020-02-10,2020-03-05,approved,user
COST,RTH.US,2024-01-05,2024-06-05,approved,user
CVX,XLE.US,2023-01-05,2023-01-26,approved,user
K,PBJ.US,2025-01-02,2025-04-21,approved,user
LDOS,PPA.US,2024-05-01,2024-08-05,approved,user
LUV,JETS.US,2017-02-21,2017-05-10,approved,user
MAA,REZ.US,2022-01-10,2022-03-07,approved,user
MPWR,SOXX.US,2025-08-20,2025-11-10,approved,user
MSFT,IGV.US,2024-01-16,2024-02-05,approved,user
NEE,XLU.US,2016-03-10,2016-06-15,approved,user
PYPL,IPAY.US,2017-06-12,2017-07-10,approved,user
ROL,,2022-08-01,2022-11-21,excluded,user
WHR,XHB.US,2020-08-20,2020-12-01,approved,user
BAX,IHI.US,2016-02-26,2016-10-26,approved,user
BR,FINX.US,2023-08-21,2023-11-01,approved,user
CBOE,IAI.US,2024-01-02,2024-02-01,approved,user
COG,XOP.US,2016-05-05,2016-07-11,approved,user
FLR,PAVE.US,2018-01-22,2018-04-05,approved,user
FOX,PBS.US,2024-08-05,2024-12-26,approved,user
NLSN,,2022-06-27,2022-09-12,excluded,user
PH,PAVE.US,2023-02-10,2023-12-05,approved,user
POOL,XHB.US,2021-01-11,2021-11-15,approved,user
SEE,XLB.US,2022-02-22,2022-03-15,approved,user
SWN,XOP.US,2016-05-02,2016-10-10,approved,user
TIF,XRT.US,2018-05-29,2018-08-20,approved,user
VICI,NETL.US,2022-08-10,2022-10-05,approved,user
ADBE,IGV.US,2017-05-05,2017-11-20,approved,user
CAT,PAVE.US,2023-01-26,2023-10-10,approved,user
COST,RTH.US,2020-03-16,2020-11-02,approved,user
HPQ,XTH.US,2021-04-12,2021-05-10,approved,user
JCI,XHB.US,2025-06-20,2025-11-10,approved,user
MOS,MOO.US,2020-09-28,2020-12-21,approved,user
PGR,KBWP.US,2020-09-15,2020-11-02,approved,user
PKI,IHI.US,2021-01-05,2021-10-01,approved,user
PM,XLP.US,2016-02-26,2016-05-20,approved,user
PNW,XLU.US,2019-02-26,2019-04-05,approved,user
PVH,,2017-08-07,2017-09-20,excluded,user
SCHW,IAI.US,2022-01-18,2022-12-27,approved,user
STT,KCE.US,2020-01-02,2020-02-20,approved,user
SYY,PBJ.US,2022-07-01,2022-07-20,approved,user
TJX,RTH.US,2023-01-03,2023-02-21,approved,user
VRSK,FDIQ.US,2023-07-10,2023-10-16,approved,user
WMB,MLPX.US,2025-03-03,2025-07-21,approved,user
ANDV,,2016-01-04,2016-01-05,excluded,user
GLW,,2016-08-10,2016-10-26,excluded,user
INTU,IGV.US,2018-06-20,2018-10-10,approved,user
LOW,XHB.US,2018-01-22,2018-10-10,approved,user
NSC,IYT.US,2019-04-26,2019-06-05,approved,user
PSX,CRAK.US,2019-10-28,2019-11-15,approved,user
TWTR,SOCL.US,2020-09-08,2020-12-28,approved,user
VMC,PKB.US,2016-01-04,2016-08-01,approved,user
ATVI,GAMR.US,2018-01-26,2018-02-12,approved,user
BK,KCE.US,2025-03-10,2025-10-15,approved,user
CCL,PEJ.US,2024-10-10,2024-12-20,approved,user
CHTR,IYZ.US,2023-09-26,2023-11-06,approved,user
COO,IHI.US,2017-06-12,2017-08-07,approved,user
DG,RTH.US,2022-07-01,2022-11-01,approved,user
DLR,SRVR.US,2020-04-13,2020-09-21,approved,user
EOG,IEO.US,2023-01-03,2023-02-01,approved,user
FFIV,HACK.US,2018-05-01,2018-11-01,approved,user
FITB,IAT.US,2021-03-26,2021-05-26,approved,user
HAS,PEJ.US,2017-06-01,2017-07-17,approved,user
HBI,,2020-09-08,2020-11-05,excluded,user
INTU,IGV.US,2024-01-02,2024-01-26,approved,user
IQV,IHF.US,2019-06-20,2019-07-15,approved,user
ITW,XLI.US,2016-06-10,2016-10-03,approved,user
LULU,XRT.US,2024-01-02,2024-01-26,approved,user
LYV,PEJ.US,2025-02-03,2025-03-03,approved,user
MAS,XHB.US,2016-01-04,2016-08-01,approved,user
NCLH,PEJ.US,2025-01-06,2025-02-20,approved,user
PVH,,2020-11-27,2020-12-28,excluded,user
PYPL,IPAY.US,2024-11-26,2024-12-26,approved,user
ROST,RTH.US,2023-01-03,2023-02-15,approved,user
RTN,ITA.US,2016-01-20,2016-02-10,approved,user
AAL,JETS.US,2016-11-01,2016-12-27,approved,user
ADP,XSW.US,2022-08-01,2022-12-15,approved,user
AYI,XHB.US,2016-07-11,2016-09-06,approved,user
CHRW,IYT.US,2022-08-10,2022-09-15,approved,user
CHRW,IYT.US,2026-01-02,2026-02-10,approved,user
EPAM,XSW.US,2022-09-15,2022-10-26,approved,user
GM,CARZ.US,2017-10-05,2017-10-26,approved,user
GPN,IPAY.US,2020-01-21,2020-02-18,approved,user
GRMN,UFO.US,2025-02-20,2025-04-01,approved,user
ILMN,ARKG.US,2017-04-20,2017-12-11,approved,user
IT,XSW.US,2022-01-03,2022-10-10,approved,user
JWN,XRT.US,2016-10-17,2016-12-12,approved,user
LOW,XHB.US,2021-12-06,2021-12-20,approved,user
MSCI,IAI.US,2018-06-26,2018-07-05,approved,user
MTB,IAT.US,2022-07-26,2022-09-15,approved,user
PNR,PHO.US,2023-05-22,2023-12-15,approved,user
WRK,WOOD.US,2023-10-16,2023-11-27,approved,user
WU,IPAY.US,2020-01-02,2020-01-21,approved,user
ALB,LIT.US,2020-02-05,2020-11-16,approved,user
ANTM,IHF.US,2017-04-05,2017-11-06,approved,user
CDW,XTH.US,2019-12-02,2019-12-26,approved,user
CELG,IBB.US,2019-04-05,2019-06-03,approved,user
COR,IHF.US,2025-04-07,2025-07-28,approved,user
CSCO,XTL.US,2018-03-01,2018-05-15,approved,user
CVS,IHF.US,2019-11-15,2019-12-26,approved,user
DFS,IPAY.US,2020-09-21,2020-12-28,approved,user
ETR,XLU.US,2024-11-01,2024-12-26,approved,user
FISV,IPAY.US,2016-02-05,2016-03-01,approved,user
FLT,IPAY.US,2023-08-15,2023-10-02,approved,user
GIS,PBJ.US,2023-01-03,2023-04-20,approved,user
GOOG,FDN.US,2026-01-02,2026-02-02,approved,user
MNST,PBJ.US,2025-06-26,2025-07-28,approved,user
MTD,IHI.US,2020-10-12,2020-12-15,approved,user
SYF,IPAY.US,2021-05-20,2021-08-20,approved,user
SYK,IHI.US,2023-04-05,2023-05-15,approved,user
CME,IAI.US,2023-10-26,2023-11-27,approved,user
COST,RTH.US,2022-01-03,2022-04-01,approved,user
CPRI,,2017-11-01,2017-11-27,excluded,user
CTLT,XPH.US,2024-04-05,2024-05-06,approved,user
EQT,XOP.US,2016-05-16,2016-07-05,approved,user
EXPE,PEJ.US,2024-10-21,2024-12-05,approved,user
GL,IAK.US,2022-10-26,2022-12-27,approved,user
IBM,XSW.US,2024-02-01,2024-10-21,approved,user
IPGP,ROBO.US,2018-05-10,2018-05-29,approved,user
JCI,XHB.US,2017-01-03,2017-01-10,approved,user
LKQ,FTXR.US,2019-12-02,2019-12-26,approved,user
MA,IPAY.US,2018-06-26,2018-10-26,approved,user
MSI,XTL.US,2023-01-17,2023-05-05,approved,user
PPL,XLU.US,2016-02-05,2016-03-10,approved,user
TRGP,MLPX.US,2023-01-05,2023-11-06,approved,user
TTWO,GAMR.US,2019-07-26,2019-10-21,approved,user
YUM,PEJ.US,2019-01-07,2019-08-05,approved,user
AJG,IAK.US,2022-08-05,2022-12-20,approved,user
ALB,LIT.US,2023-01-26,2023-02-06,approved,user
APTV,CARZ.US,2017-05-10,2017-10-05,approved,user
CRM,IGV.US,2024-01-10,2024-03-15,approved,user
DAY,IGV.US,2024-11-01,2024-12-20,approved,user
EA,GAMR.US,2025-06-26,2025-12-15,approved,user
GM,CARZ.US,2024-04-15,2024-11-26,approved,user
HPE,XTH.US,2018-03-12,2018-05-01,approved,user
JNPR,XTL.US,2022-02-01,2022-04-01,approved,user
PAYC,IGV.US,2021-01-05,2021-11-05,approved,user
PAYC,IGV.US,2024-11-01,2024-12-16,approved,user
TWTR,SOCL.US,2018-08-20,2018-11-15,approved,user
VFC,,2018-02-12,2018-02-15,excluded,user
WBA,RTH.US,2018-11-01,2018-12-10,approved,user
AMGN,IBB.US,2022-11-10,2022-11-15,approved,user
AMT,SRVR.US,2020-04-13,2020-06-15,approved,user
APA,XOP.US,2022-09-20,2022-12-20,approved,user
APTV,CARZ.US,2021-01-11,2021-03-05,approved,user
CDW,XTH.US,2020-01-02,2020-01-27,approved,user
CLX,RHS.US,2016-01-20,2016-02-10,approved,user
DE,MOO.US,2025-04-15,2025-06-10,approved,user
DHR,IHI.US,2021-08-10,2021-09-27,approved,user
DVA,IHF.US,2019-11-05,2019-12-26,approved,user
FMC,MOO.US,2022-03-15,2022-12-15,approved,user
HAL,OIH.US,2020-08-10,2020-09-21,approved,user
HAS,PEJ.US,2023-08-15,2023-09-26,approved,user
LDOS,PPA.US,2019-10-10,2019-12-26,approved,user
LOW,XHB.US,2020-08-20,2020-11-05,approved,user
MCD,PEJ.US,2019-01-07,2019-01-28,approved,user
MCHP,SOXX.US,2019-04-05,2019-05-06,approved,user
MCO,IAI.US,2020-01-10,2020-03-05,approved,user
NBL,IEO.US,2018-04-26,2018-07-20,approved,user
QCOM,SOXX.US,2018-09-17,2018-10-05,approved,user
SYF,IPAY.US,2025-01-06,2025-09-15,approved,user
TER,SOXX.US,2024-06-05,2024-07-15,approved,user
TTWO,GAMR.US,2020-07-10,2020-12-28,approved,user
UHS,IHF.US,2023-02-01,2023-02-27,approved,user
ABC,IHF.US,2022-02-28,2022-12-12,approved,user
ALLE,XHB.US,2020-02-03,2020-03-05,approved,user
ANDV,CRAK.US,2017-09-20,2017-10-16,approved,user
CAT,PAVE.US,2024-04-05,2024-04-26,approved,user
DE,MOO.US,2022-11-28,2022-12-27,approved,user
DG,RTH.US,2020-05-15,2020-10-20,approved,user
HPQ,XTH.US,2016-10-03,2016-11-21,approved,user
IBKR,IAI.US,2025-11-03,2025-11-10,approved,user
INCY,XBI.US,2020-04-20,2020-07-20,approved,user
JKHY,IPAY.US,2022-04-05,2022-08-15,approved,user
MAA,REZ.US,2019-10-21,2019-11-05,approved,user
MHK,XHB.US,2024-08-01,2024-10-21,approved,user
PKI,IHI.US,2020-11-02,2020-12-21,approved,user
SJM,PBJ.US,2016-01-20,2016-08-22,approved,user
SO,XLU.US,2019-03-11,2019-07-10,approved,user
ZBRA,ROBO.US,2020-11-20,2020-12-01,approved,user
ABC,IHF.US,2020-03-16,2020-04-01,approved,user
AKAM,HACK.US,2024-01-02,2024-02-05,approved,user
ANSS,IGV.US,2023-03-15,2023-07-20,approved,user
AXON,XAR.US,2023-08-15,2023-12-15,approved,user
BBBY,XRT.US,2016-05-20,2016-06-20,approved,user
BBY,XRT.US,2018-01-22,2018-05-15,approved,user
CAT,PKB.US,2016-10-10,2016-12-01,approved,user
CHTR,IYZ.US,2016-11-10,2016-12-27,approved,user
DVA,IHF.US,2023-05-10,2023-09-26,approved,user
EXC,XLU.US,2016-04-05,2016-05-20,approved,user
FITB,IAT.US,2016-11-15,2016-12-27,approved,user
GIS,PBJ.US,2020-04-27,2020-07-20,approved,user
HAS,PEJ.US,2019-07-26,2019-09-10,approved,user
HOLX,IHI.US,2019-01-22,2019-03-15,approved,user
HP,OIH.US,2016-06-10,2016-12-01,approved,user
JBHT,IYT.US,2026-02-20,2026-04-06,approved,user
JBL,XTH.US,2023-12-20,2023-12-26,approved,user
KEY,IAT.US,2024-01-02,2024-11-26,approved,user
LULU,XRT.US,2023-12-20,2023-12-26,approved,user
MGM,BJK.US,2020-08-17,2020-12-21,approved,user
MO,VICE.US,2025-04-07,2025-08-20,approved,user
NOV,OIH.US,2018-08-01,2018-08-06,approved,user
PFG,KIE.US,2023-01-05,2023-02-06,approved,user
TSS,IPAY.US,2016-01-04,2016-07-15,approved,user
UAA,,2020-11-20,2020-12-28,excluded,user
ADSK,IGV.US,2019-04-26,2019-05-06,approved,user
APP,IGV.US,2026-01-12,2026-01-15,approved,user
BMY,IHE.US,2019-12-10,2019-12-26,approved,user
BXP,ICF.US,2024-10-21,2024-11-05,approved,user
CAT,PAVE.US,2025-11-17,2025-12-26,approved,user
CFG,IAT.US,2024-07-26,2024-09-03,approved,user
CTAS,XLI.US,2016-08-26,2016-09-26,approved,user
HOG,CARZ.US,2016-10-20,2016-12-05,approved,user
IPGP,ROBO.US,2021-01-05,2021-02-10,approved,user
KEY,IAT.US,2023-11-27,2023-12-26,approved,user
LMT,ITA.US,2022-11-15,2022-12-27,approved,user
LNC,KIE.US,2021-03-26,2021-10-01,approved,user
NOW,IGV.US,2021-01-04,2021-11-01,approved,user
PODD,IHI.US,2024-09-16,2024-12-02,approved,user
PSX,CRAK.US,2022-06-21,2022-10-26,approved,user
ULTA,RTH.US,2025-08-15,2025-08-26,approved,user
WBA,RTH.US,2025-03-10,2025-06-10,approved,user
WM,EVX.US,2016-05-20,2016-08-10,approved,user
WMB,MLPX.US,2022-02-01,2022-08-22,approved,user
WRB,KBWP.US,2024-01-26,2024-02-26,approved,user
XYL,PHO.US,2022-10-26,2022-12-27,approved,user
ADSK,IGV.US,2020-03-02,2020-11-27,approved,user
AET,IHF.US,2017-07-03,2017-08-07,approved,user
ALK,JETS.US,2021-04-01,2021-04-20,approved,user
AMGN,IBB.US,2024-01-02,2024-02-05,approved,user
ANSS,IGV.US,2018-02-20,2018-03-12,approved,user
CVS,IHF.US,2025-06-16,2025-07-10,approved,user
DPZ,PEJ.US,2021-07-26,2021-09-01,approved,user
DRI,PEJ.US,2017-04-05,2017-07-10,approved,user
EFX,,2016-01-05,2016-07-26,excluded,user
EIX,XLU.US,2019-10-01,2019-10-10,approved,user
FITB,IAT.US,2017-01-03,2017-01-26,approved,user
GM,CARZ.US,2025-11-10,2025-12-26,approved,user
GOOG,FDN.US,2021-07-15,2021-07-20,approved,user
HRB,IYC.US,2017-08-10,2017-08-28,approved,user
INCY,XBI.US,2017-05-05,2017-05-26,approved,user
JEC,PKB.US,2016-06-20,2016-09-06,approved,user
JWN,XRT.US,2020-01-10,2020-02-20,approved,user
KMI,MLPX.US,2024-10-28,2024-12-02,approved,user
MGM,BJK.US,2023-04-03,2023-05-05,approved,user
NAVI,,2017-01-03,2017-01-17,excluded,user
NCLH,PEJ.US,2021-01-04,2021-05-03,approved,user
NVR,ITB.US,2023-03-20,2023-07-03,approved,user
PFE,IHE.US,2022-01-03,2022-01-26,approved,user
RHI,,2021-11-01,2021-12-01,excluded,user
SEDG,TAN.US,2022-03-10,2022-12-15,approved,user
TIF,XRT.US,2020-03-02,2020-03-05,approved,user
VTR,REZ.US,2025-03-05,2025-03-10,approved,user
ABT,IHI.US,2018-12-17,2018-12-20,approved,user
BKNG,PEJ.US,2024-01-02,2024-01-05,approved,user
CMI,CARZ.US,2023-01-10,2023-03-06,approved,user
CVS,IHF.US,2020-01-02,2020-01-21,approved,user
DE,MOO.US,2020-10-15,2020-12-07,approved,user
DRI,PEJ.US,2016-03-28,2016-04-26,approved,user
ECL,PHO.US,2019-04-22,2019-07-05,approved,user
EXPD,IYT.US,2021-07-20,2021-07-26,approved,user
FFIV,HACK.US,2016-10-03,2016-11-28,approved,user
GS,IAI.US,2016-12-05,2016-12-20,approved,user
HOLX,IHI.US,2020-08-20,2020-11-20,approved,user
IDXX,PAWZ.US,2019-07-22,2019-09-05,approved,user
KR,PBJ.US,2018-03-05,2018-09-10,approved,user
KSU,IYT.US,2019-11-20,2019-12-16,approved,user
LKQ,FTXR.US,2020-01-02,2020-01-15,approved,user
MCD,PEJ.US,2017-07-03,2017-07-10,approved,user
NWL,XLY.US,2020-01-02,2020-02-03,approved,user
NWS,PBS.US,2024-01-02,2024-02-01,approved,user
ORLY,RTH.US,2025-04-07,2025-04-07,approved,user
PSX,CRAK.US,2018-08-01,2018-08-10,approved,user
RJF,IAI.US,2022-02-15,2022-12-01,approved,user
VAR,IHI.US,2019-02-05,2019-04-10,approved,user
VTR,REZ.US,2019-02-26,2019-10-21,approved,user
VZ,IYZ.US,2018-11-15,2018-12-26,approved,user
WLTW,IAK.US,2019-03-01,2019-07-01,approved,user
IR,,2020-02-05,2020-12-07,excluded,user_reviewed_ticker_transition_legacy_ingersoll_rand_to_trane
NWS,,2023-08-21,2023-12-26,excluded,user_reviewed_media_etf_ticker_transition_pbs_to_ggme
NWS,PBS.US,2021-03-10,2021-04-12,approved,user_reviewed_media_proxy_before_ggme_ticker_change
Q,SOXX.US,2026-05-15,2026-05-20,approved,user_reviewed_qnity_semiconductor_equipment_proxy
F,CARZ.US,2021-02-05,2021-11-15,approved,user_reviewed_automotive_industry_proxy
A,IHI.US,2016-08-10,2016-08-15,approved,openrouter_reviewed_historical_mapping_batch
AABA,,2016-09-12,2016-10-03,excluded,openrouter_reviewed_historical_mapping_batch
ABBV,IHE.US,2016-04-26,2016-04-26,approved,openrouter_reviewed_historical_mapping_batch
ADBE,IGV.US,2016-01-04,2016-01-05,approved,openrouter_reviewed_historical_mapping_batch
ADM,MOO.US,2016-09-01,2016-11-07,approved,openrouter_reviewed_historical_mapping_batch
ADSK,IGV.US,2016-11-07,2016-11-07,approved,openrouter_reviewed_historical_mapping_batch
AEE,XLU.US,2016-02-05,2016-03-21,approved,openrouter_reviewed_historical_mapping_batch
AEP,XLU.US,2016-04-01,2016-04-15,approved,openrouter_reviewed_historical_mapping_batch
AIZ,IAK.US,2016-05-02,2016-05-02,approved,openrouter_reviewed_historical_mapping_batch
AKAM,HACK.US,2016-11-01,2016-11-07,approved,openrouter_reviewed_historical_mapping_batch
AMT,ICF.US,2016-07-20,2016-07-20,approved,openrouter_reviewed_historical_mapping_batch
BCR,IHI.US,2016-05-20,2016-06-15,approved,openrouter_reviewed_historical_mapping_batch
BRCM,SOXX.US,2016-01-04,2016-01-26,approved,openrouter_reviewed_historical_mapping_batch
CAG,PBJ.US,2016-02-26,2016-02-26,approved,openrouter_reviewed_historical_mapping_batch
CBS,PBS.US,2016-04-01,2016-04-26,approved,openrouter_reviewed_historical_mapping_batch
CHD,RHS.US,2016-06-15,2016-06-15,approved,openrouter_reviewed_historical_mapping_batch
CHRW,IYT.US,2016-05-26,2016-06-01,approved,openrouter_reviewed_historical_mapping_batch
CME,IAI.US,2016-09-12,2016-09-12,approved,openrouter_reviewed_historical_mapping_batch
CNC,IHF.US,2016-07-26,2016-08-10,approved,openrouter_reviewed_historical_mapping_batch
CPGX,MLPX.US,2016-06-27,2016-06-27,approved,openrouter_reviewed_historical_mapping_batch
CPRI,,2016-03-10,2016-05-02,excluded,openrouter_reviewed_historical_mapping_batch
CRM,IGV.US,2016-07-11,2016-07-15,approved,openrouter_reviewed_historical_mapping_batch
CTL,IYZ.US,2016-03-07,2016-03-07,approved,openrouter_reviewed_historical_mapping_batch
CVX,XLE.US,2016-06-15,2016-07-05,approved,openrouter_reviewed_historical_mapping_batch
CXO,IEO.US,2016-06-15,2016-10-17,approved,openrouter_reviewed_historical_mapping_batch
DE,MOO.US,2016-12-27,2016-12-27,approved,openrouter_reviewed_historical_mapping_batch
DFS,KBWB.US,2016-11-15,2016-12-27,approved,openrouter_reviewed_historical_mapping_batch
DGX,IHF.US,2016-07-11,2016-08-22,approved,openrouter_reviewed_historical_mapping_batch
DHI,ITB.US,2016-07-11,2016-07-20,approved,openrouter_reviewed_historical_mapping_batch
DUK,XLU.US,2016-04-20,2016-04-20,approved,openrouter_reviewed_historical_mapping_batch
EA,GAMR.US,2016-10-03,2016-10-05,approved,openrouter_reviewed_historical_mapping_batch
EBAY,IBUY.US,2016-10-17,2016-10-20,approved,openrouter_reviewed_historical_mapping_batch
ENDP,IHE.US,2016-10-26,2016-10-26,approved,openrouter_reviewed_historical_mapping_batch
